"","專利號","公司全名","更新日期","計算終止日","申請日","獲證日","標題","專利摘要","主分支","公開發行","技術大類","PR","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","區域"
"1232","TW202535184A","聯華電子","2025-09-19","2025-09-15","2024-02-15",NA,"半導體元件以及其形成方法","本發明提供一種半導體元件，包含一基底，一第一氧化物層，位於基底的一表面，一閘極電極，位於基底上並且部分接觸基底，且部分閘極電極位於第一氧化物層上，以及一場板，位於第一氧化物層上，其中從一上視圖來看，場板具有至少一長方框形狀。","branch","Yes","半導體結構與製程",NA,"2303","半導體","2025-09-18",0.68,-7.2,5,3.45,-15.54,-22.11,43.2,44.1,42.4,41.8,43.4,0.58423,0,"TW"
"1233","TW202535185A","世界先進積體電路","2025-09-19","2025-09-15","2024-02-23",NA,"半導體裝置及其形成方法","提供半導體裝置及其形成方法。半導體裝置包括碳化矽基板、磊晶層、井區、閘極結構、第一絕緣柱、一對第一介電間隔物以及接觸部件。碳化矽基板具有第一區以及第二區，且具有第一導電類型。磊晶層設置於碳化矽基板上且具有第一導電類型。井區位於磊晶層中且具有第二導電類型。閘極結構設置於第一區的磊晶層中。第一絕緣柱設置於閘極結構的正上方，且凸出於磊晶層的頂面。第一介電間隔物設置於第一絕緣柱的相對側壁上。接觸部件從磊晶層上方延伸至井區中。接觸部件在磊晶層中的第一側壁與上述對第一介電間隔物的其中一個的第一外側壁對齊。","branch","Yes","半導體結構與製程",NA,"5347","半導體","2025-09-18",0.35,-0.21,7,5.73,13.97,10.03,89.9,95,90.9,94.4,92.1,0.19622,54.7,"TW"
"1234","TW202535186A","世界先進積體電路","2025-09-19","2025-09-15","2024-02-23",NA,"半導體裝置及其形成方法","提供半導體裝置及其形成方法。半導體裝置包括碳化矽基板、磊晶層、第一電極、分離閘極結構以及源極接觸。碳化矽基板具有第一、第二以及第三區，且具有第一導電類型。磊晶層設置於碳化矽基板的頂面上。磊晶層具有第一導電類型。第一電極設置於第一區的磊晶層中，且沿第一方向延伸。分離閘極結構設置於第一區的磊晶層中。分離閘極結構包括彼此分離的第一閘極和第二閘極，位於第一電極的相對側壁上。第一電極的頂部從分離閘極結構暴露出來。源極接觸設置於第一區的磊晶層上。源極接觸覆蓋且電性連接第一電極的頂部。","branch","Yes","半導體結構與製程",NA,"5347","半導體","2025-09-18",0.35,-0.21,7,5.73,13.97,10.03,89.9,95,90.9,94.4,92.1,0.19622,54.7,"TW"
"1235","TW202535193A","日日新半導體架構","2025-09-19","2025-09-15","2025-02-21",NA,"半導體裝置結構","提供半導體裝置結構。半導體裝置結構包含具有原始半導體表面與主動區的半導體基板、圍繞主動區的STI區、基於主動區而形成的電晶體、延伸超過電晶體的互連結構、以及連接插塞。電晶體包含閘極結構、第一導電區、第二導電區、以及通道區。第一導電區包含磊晶半導體材料。互連結構設置於原始半導體表面下方且在STI區內。連接插塞使互連結構電性連接電晶體的第一導電區。連接插塞位於主動區內，第一導電區的磊晶半導體材料位於連接插塞的頂表面上方；或者，連接插塞位於STI區內，第一導電區的磊晶半導體材料連接連接插塞的第一側壁。","branch",NA,"半導體結構與製程",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1236","TW202535194A","友達光電","2025-09-19","2025-09-15","2024-02-15",NA,"主動元件基板及其製造方法","一種主動元件基板，包括基板、閘極驅動電路以及畫素控制電路。閘極驅動電路中的上拉電晶體包括第一半導體層、第一閘介電部、第一閘極、第一源極以及第一汲極。畫素控制電路中的驅動電晶體驅動電晶體包括第二半導體層、第二閘介電部、第二閘極、第二源極以及第二汲極。第一半導體層的厚度大於第二半導體層的厚度。第二閘介電部的厚度大於第一閘介電部的厚度。","branch","Yes","半導體結構與製程",NA,"2409","光電業","2025-09-18",1.47,-9.16,1,-6.85,12.06,1303.87,13.5,14,12.9,13.7,13.6,0.11509,54.7,"TW"
"1237","TW202535195A","南亞科技","2025-09-19","2025-09-15","2024-05-08",NA,"半導體記憶體裝置製造方法","半導體記憶體裝置製造方法包括以下步驟。位元線結構形成在基板的記憶體陣列區域中。在基板的周邊區域中形成閘極結構。在位元線結構和閘極結構上方形成介電層。在介電層上方形成下硬罩幕層。在下硬罩幕層上方形成蝕刻製程診斷訊號層。在蝕刻製程診斷訊號層上方形成上部硬罩幕層。執行主蝕刻步驟以形成朝向位元線結構的第一通孔和朝向閘極結構的第二通孔，直到移除上硬罩幕層以暴露蝕刻製程診斷訊號層。","branch","Yes","半導體結構與製程",NA,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1238","TW202535197A","日日新半導體架構","2025-09-19","2025-09-15","2025-02-14",NA,"半導體電路結構","提供半導體電路結構。半導體電路結構包含具有原始半導體表面的半導體基板、基於半導體基板而形成的一組電晶體、鄰近該組電晶體且沿著第一方向延伸的第一STI區、遠離該組電晶體的大STI區、在第一STI區內且位於原始半導體表面下方的第一表面下互連線、以及電性耦接第一表面下互連線的第一表面下互連墊。每一電晶體包含閘極結構、第一導電區與第二導電區。第一表面下互連線沿著第一方向延伸。第一表面下互連墊位於大STI區內且位於原始半導體表面下方。第一表面下互連墊的寬度大於第一表面下互連線的寬度。","branch",NA,"半導體結構與製程",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1239","TW202535200A","南韓商三星電子","2025-09-19","2025-09-15","2024-12-16",NA,"3D積體電路及積體電路","一種三維積體電路包括包含第一基板的第一積體電路。第二積體電路堆疊於第一積體電路上。穿孔延伸穿過第一基板且將第一積體電路與第二積體電路彼此電性連接。多個保護電路在環繞穿孔的排除區中設置於穿孔的相對的側處且電性連接至穿孔。","branch",NA,"半導體結構與製程",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1240","TWI812515B","南韓商奧路絲科技","2025-09-19","2025-09-15","2022-10-20","2023-08-11","形成條紋圖案的重疊標記、使用其的重疊量測方法、以及半導體元件的製造方法","本發明是有關於一種形成條紋圖案的重疊標記、及使用其的重疊量測方法、以及半導體元件的製造方法。本發明是確定兩個以上的圖案層之間的相對交錯的基於影像的重疊量測用重疊標記，包括第一重疊標記至第四重疊標記。所述第一重疊標記以如下方式構成：形成一對第一條紋圖案，所述第一條紋圖案具有第一對稱中心（COS        1），且以所述第一對稱中心（COS        1）為基準旋轉180度對稱，中心軸彼此一致，且佈置於所述重疊標記的中心部，所述第二重疊標記以如下方式構成：形成一對第二條紋圖案，所述第二條紋圖案具有第二對稱中心（COS        2），且以所述第二對稱中心（COS        2）為基準旋轉180度對稱，中心軸彼此一致，且以將所述第一條紋圖案置於其間並面對的方式佈置，所述第三重疊標記以如下方式構成：形成一對第三條紋圖案，所述第三條紋圖案具有第三對稱中心（COS        3），且以所述第三對稱中心（COS        3）為基準旋轉180度對稱，且將所述第一條紋圖案置於其間並佈置於第一對角線上，且所述第四重疊標記以如下方式構成：形成一對第四條紋圖案，所述第四條紋圖案具有第四對稱中心（COS        4），且以所述第四對稱中心（COS        4）為基準旋轉180度對稱，且將所述第一條紋圖案置於其間並佈置於與所述第一對角線交叉的第二對角線上。","branch",NA,"半導體結構與製程",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1241","TWI818769B","廖芫樓","2025-09-19","2025-09-15","2022-10-17","2023-10-11","統計圖表演算與呈現方法","一種統計圖表演算與呈現方法，係包括一提出步驟、一演算步驟、一輸出步驟及一完成步驟，該統計圖表演算與呈現方法，可對包含但不限於傳統、非傳統等座標系統作圖呈現，將圖之座標系統(X、Y、Z軸等)之相互夾角，以及數列來源之包含但不限於正負值、大小值、軸數列週期等因素，得以透過包含但不限於轉向、傾斜任意座標系統各軸夾角、移動圖表呈現基準點等不限，建立多維度空間效果之視覺化圖表，其可應用於包含但不限於商用統計圖、金融商品圖、工程數據圖等各式應用圖表。","branch",NA,"數據分析與軟體工具",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1242","TWI818820B","大陸商深圳晶源資訊技術","2025-09-19","2025-09-15","2022-12-01","2023-10-11","一種掩膜版圖修正方法","本發明涉及光刻友好技術領域，特別涉及一種掩膜版圖修正方法，包括以下步驟：提供初始掩膜版圖，掩膜版圖獲取初始掩膜版圖中的圖形點資訊；將初始掩膜版圖中圖形點資訊與預設的掩膜版圖匹配庫中壞點資訊進行匹配，掩膜版圖匹配庫包括掩膜版圖壞點資訊及與掩膜版圖壞點資訊對應的修正點資訊；若有壞點資訊與初始掩膜版圖中某圖形點資訊匹配，則使用所述掩膜版圖壞點對應的所述修正點資訊對所述初始掩膜版圖進行修正。為了解決現有的掩膜版圖修正方法需耗費巨大的計算資源的問題，本發明提供一種掩膜版圖修復方法。","branch",NA,"半導體設備",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1243","TWI819928B","鴻海精密工業","2025-09-19","2025-09-15","2022-12-20","2023-10-21","車輛偏移檢測方法及相關設備","本發明提供一種車輛偏移檢測方法及相關設備，其中，所述方法包括：將拍攝得到的第一前景圖像轉換為鳥瞰圖，根據鳥瞰圖中非零圖元點的分佈確定左車道線初始位置以及右車道線初始位置，根據左右車道線的初始位置移動滑動視窗，將當前滑動視窗之前的所有滑動視窗內的非零圖元點與當前滑動視窗內的非零圖元點擬合成第二曲線，根據第二曲線得到對應的左車道線以及右車道線，分別計算車輛與左右車道線之間的距離，確定車輛是否發生偏移。本申請能有效檢測車道線，提高識別車道線偏移的準確度。","branch","Yes","電子產品檢測",49,"2317","其他電子業","2025-09-18",0.53,10.61,1,15.67,14.09,26.88,163,144.6,201.4,215,163.3,3.32459,54.7,"TW"
"1244","TWI819937B","國立成功大學","2025-09-19","2025-09-15","2022-12-28","2023-10-21","應用於類神經網路的記憶內運算的加速器","應用於類神經網路的記憶內運算的加速器包含記憶體、資料緩存單元、池化單元、損失計算單元、第一巨集電路、第二巨集電路、第三巨集電路、及多工器。記憶體用以儲存輸入資料。資料緩存單元耦接於記憶體，用以緩存記憶體的輸出資料。池化單元耦接於記憶體，用以將記憶體的輸出資料池化，以得到最大池化值。損失計算單元耦接於記憶體，用以計算輸出損失。第一巨集電路、第二巨集電路以及第三巨集電路，耦接於資料緩存單元。多工器耦接於池化單元、第一巨集電路、第二巨集電路及第三巨集電路，用以產生輸出資料。","decline",NA,"AI晶片與硬體加速器",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1245","TWI821035B","日商信越化學工業","2025-09-19","2025-09-15","2022-11-22","2023-11-01","阻劑下層膜材料、圖案形成方法、以及阻劑下層膜形成方法","本發明之課題係提供具有良好的乾蝕刻耐性，同時兼具500℃以上之耐熱特性及高程度的填埋/平坦化特性之阻劑下層膜材料、使用了該材料之阻劑下層膜形成方法、及圖案形成方法。        該課題之解決手段係一種阻劑下層膜材料，特徵為含有：        (A)具有下述通式(1A)表示之化合物的樹脂、及        (B)有機溶劑；        前述通式(1A)表示之化合物之Mw/Mn為1.00≦Mw/Mn≦1.25，前述通式(1A)中，X為下述通式(1B)表示之基，前述通式(1B)中，R        1為氫原子、碳數1～10之有機基、及下述通式(1C)表示之結構中之任一者，構成前述R        1的結構之中，令氫原子的比例為a，並令碳數1～10之有機基或前述通式(1C)表示之結構的比例為b時，以(A)成分整體計，符合a+b=1、0.2≦b≦0.8之關係。","branch",NA,"先進材料與奈米科技",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1246","TWI822398B","慧榮科技","2025-09-19","2025-09-15","2022-10-18","2023-11-11","資料儲存裝置與資料儲存裝置之緩存器大小估計方法","一種資料儲存裝置，包括一記憶體裝置與一記憶體控制器。記憶體裝置包含複數記憶體區塊，該等記憶體區塊包括一或多個尚未被寫入資料的空閒記憶體區塊，以及一或多個被配置作為緩存器用以自一主機裝置接收資料的既定記憶體區塊。記憶體控制器耦接記憶體裝置，用以存取記憶體裝置，記憶體控制器根據當前剩餘的空閒記憶體區塊之一數量、所述一或多個既定記憶體區塊中已被寫入資料的既定記憶體區塊之一數量以及一既定臨界值決定所述一或多個既定記憶體區塊之一數量之一當前設定值，並且根據當前設定值配置該數量之既定記憶體區塊作為緩存器。","main",NA,"記憶體與儲存裝置",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
